,endTime,artistName,trackName,Genre,Day of the Week,Genres,msPlayed
0,3/21/2020 22:59,Santana,Into the Night (feat. Chad Kroeger),blues rock,Saturday,"['blues rock', 'classic rock', 'mexican classic rock', 'rock']",222440
1,3/21/2020 23:37,Elvis Presley,Suspicious Minds,rock-and-roll,Saturday,"['rock-and-roll', 'rockabilly']",261280
2,3/22/2020 0:00,Boston,Foreplay / Long Time,album rock,Sunday,"['album rock', 'art rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",467640
3,3/22/2020 0:03,Hunter Hayes,Tattoo,contemporary country,Sunday,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",196733
4,3/22/2020 0:17,One Direction,Diana,boy band,Sunday,"['boy band', 'pop', 'post-teen pop', 'talent show']",184666
5,3/22/2020 0:50,Zac Brown Band,Let It Go,contemporary country,Sunday,"['contemporary country', 'country', 'country road', 'modern country rock']",242853
6,3/22/2020 0:54,Sam Hunt,House Party,contemporary country,Sunday,"['contemporary country', 'country pop']",190240
7,3/22/2020 3:44,We The Kings,Kids In The Moonlight,neon pop punk,Sunday,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",151858
8,3/22/2020 3:45,We The Kings,Kids In The Moonlight,neon pop punk,Sunday,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",51491
9,3/22/2020 3:51,Neil Diamond,Cracklin' Rosie,adult standards,Sunday,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",176760
10,3/22/2020 3:54,Dan + Shay,"10,000 Hours (with Justin Bieber)",contemporary country,Sunday,"['contemporary country', 'pop']",164666
11,3/22/2020 3:57,Luke Combs,Even Though I'm Leaving,contemporary country,Sunday,['contemporary country'],217963
12,3/22/2020 4:08,Dean Brody,It's Friday,canadian contemporary country,Sunday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",190960
13,3/22/2020 4:09,J Balvin,Mi Gente,latin,Sunday,"['latin', 'reggaeton', 'reggaeton colombiano']",31868
14,3/22/2020 4:12,Lady A,What I’m Leaving For,contemporary country,Sunday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",197278
15,3/22/2020 4:13,John Denver,Calypso,adult standards,Sunday,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",73188
16,3/22/2020 4:16,Troy,Bet On It,australian pop,Sunday,"['australian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'viral pop']",198320
17,3/22/2020 4:17,Robbie Williams,"Collision of Worlds - From ""Cars 2""/Soundtrack Version",dance pop,Sunday,"['dance pop', 'europop', 'pop']",37674
18,3/22/2020 4:24,Old Dominion,One Man Band,contemporary country,Sunday,"['contemporary country', 'country road']",183633
19,3/22/2020 4:33,Counting Crows,Big Yellow Taxi,alternative rock,Sunday,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",59026
20,3/22/2020 4:37,The Goo Goo Dolls,Come to Me,alternative rock,Sunday,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",225333
21,3/23/2020 1:17,ABBA,Waterloo,europop,Monday,"['europop', 'swedish pop']",153531
22,3/23/2020 1:20,Ed Sheeran,Nancy Mulligan,pop,Monday,"['pop', 'uk pop']",176144
23,3/23/2020 1:24,Jonas Brothers,Like It's Christmas,boy band,Monday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",200880
24,3/23/2020 1:25,Luke Combs,One Number Away,contemporary country,Monday,['contemporary country'],64912
25,3/23/2020 1:26,The Beach Boys,Barbara Ann,baroque pop,Monday,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",79562
26,3/23/2020 1:42,Zac Brown Band,The Wind,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",176800
27,3/23/2020 1:45,Neil Diamond,Cracklin' Rosie,adult standards,Monday,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",178853
28,3/23/2020 1:49,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",dance pop,Monday,"['dance pop', 'hollywood', 'movie tunes', 'post-teen pop', 'show tunes']",224240
29,3/23/2020 1:53,Lady A,What I’m Leaving For,contemporary country,Monday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",198455
30,3/23/2020 1:54,Selena,Bidi Bidi Bom Bom,dance pop,Monday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",83456
31,3/23/2020 1:58,Sam Hunt,Sinning With You,contemporary country,Monday,"['contemporary country', 'country pop']",50002
32,3/23/2020 2:01,Luke Combs,Beautiful Crazy,contemporary country,Monday,['contemporary country'],193200
33,3/23/2020 2:04,Phil Collins,Strangers Like Me,mellow gold,Monday,"['mellow gold', 'rock drums', 'soft rock']",180520
34,3/23/2020 2:05,Ryan Higa,Millennial Love (feat. Kina Grannis),contemporary country,Monday,['contemporary country'],56698
35,3/23/2020 2:19,Gloria Gaynor,I Will Survive - 1981 Re-recording,disco,Monday,"['disco', 'europop']",257340
36,3/23/2020 2:34,Trisha Yearwood,She's In Love With The Boy - Single Version,contemporary country,Monday,"['contemporary country', 'country', 'country dawn', 'country road']",62760
37,3/23/2020 2:35,Hunter Hayes,One Shot,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",31230
38,3/23/2020 2:43,Avril Lavigne,Here's to Never Growing Up,canadian pop,Monday,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",38600
39,3/23/2020 2:44,Clark Richard,Red Robin,pop,Monday,['pop'],46060
40,3/23/2020 2:53,MKTO,Party With My Friends,dance pop,Monday,"['dance pop', 'electropop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",87190
41,3/23/2020 2:55,Sam Hunt,Hard To Forget - Radio Edit,contemporary country,Monday,"['contemporary country', 'country pop']",95040
42,3/23/2020 2:58,Chris Young,Drowning - Piano Version,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",45480
43,3/23/2020 3:04,Rascal Flatts,I Won't Let Go,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'pop rock']",220530
44,3/23/2020 3:10,Rascal Flatts,Rewind,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'pop rock']",61100
45,3/23/2020 3:15,Chris Young,Raised on Country,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",104630
46,3/23/2020 3:23,Chris Young,Hangin' On,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",109800
47,3/23/2020 3:28,Chris Young,Drowning - Piano Version,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",97320
48,3/23/2020 3:29,The Killers,Caution - Radio Edit,modern rock,Monday,"['modern rock', 'permanent wave', 'rock']",67460
49,3/23/2020 3:33,The Worship Initiative,Blessed Assurance,anthem worship,Monday,"['anthem worship', 'ccm', 'indiecoustica', 'roots worship', 'world worship']",98790
50,3/23/2020 3:34,Jelly Roll,Creature,country rap,Monday,"['country rap', 'nashville hip hop', 'tennessee hip hop']",49650
51,3/23/2020 3:34,AB,Bad Decisions,europop,Monday,"['europop', 'swedish pop']",32790
52,3/23/2020 5:40,Selena,Amor Prohibido,dance pop,Monday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",104580
53,3/23/2020 17:09,Rascal Flatts,Fast Cars And Freedom,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'pop rock']",262186
54,3/23/2020 17:13,Luke Bryan,One Margarita,contemporary country,Monday,"['contemporary country', 'country', 'country road']",193426
55,3/23/2020 17:16,Selena,Bidi Bidi Bom Bom,dance pop,Monday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",187524
56,3/23/2020 18:06,Buddy Jewell,Sweet Southern Comfort,country,Monday,"['country', 'country road']",211951
57,3/23/2020 18:20,Brad Paisley,Last Time for Everything,contemporary country,Monday,"['contemporary country', 'country', 'country road']",207323
58,3/24/2020 1:28,Selena,El Chico Del Apartamento 512,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",204240
59,3/24/2020 1:30,Selena,Dreaming Of You,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",103240
60,3/24/2020 1:37,Selena,Si Una Vez,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",88090
61,3/24/2020 1:39,Selena,I Could Fall In Love,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",89010
62,3/24/2020 2:06,Cher,Super Trouper,dance pop,Tuesday,"['dance pop', 'hollywood', 'new wave pop', 'pop']",231480
63,3/24/2020 2:25,The Chicks,Wide Open Spaces,contemporary country,Tuesday,"['contemporary country', 'country', 'country dawn']",223832
64,3/24/2020 2:42,BgA,Who's It Gonna Be,latin,Tuesday,"['latin', 'reggaeton', 'trap latino']",110120
65,3/24/2020 2:49,Luke Bryan,One Margarita,contemporary country,Tuesday,"['contemporary country', 'country', 'country road']",193426
66,3/24/2020 2:51,Chris Young,I'm Comin' Over,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",115575
67,3/24/2020 3:00,Neil Diamond,Cracklin' Rosie,adult standards,Tuesday,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",178853
68,3/24/2020 3:02,HIXTAPE,Nothin’ Out Here (HARDY feat. Thomas Rhett),contemporary country,Tuesday,['contemporary country'],104892
69,3/24/2020 3:06,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",dance pop,Tuesday,"['dance pop', 'hollywood', 'movie tunes', 'post-teen pop', 'show tunes']",218746
70,3/24/2020 3:09,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",dance pop,Tuesday,"['dance pop', 'hollywood', 'movie tunes', 'post-teen pop', 'show tunes']",208467
71,3/24/2020 3:11,Fall Out Boy,"Sugar, We're Goin Down",emo,Tuesday,"['emo', 'modern rock', 'pop punk']",78247
72,3/24/2020 3:14,Old Dominion,My Heart Is a Bar,contemporary country,Tuesday,"['contemporary country', 'country road']",238986
73,3/24/2020 3:20,Eric Church,Give Me Back My Hometown,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",98467
74,3/24/2020 3:32,Lady A,American Honey,contemporary country,Tuesday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",107273
75,3/24/2020 17:45,Luke Combs,Beautiful Crazy,contemporary country,Tuesday,['contemporary country'],63378
76,3/24/2020 18:11,Luke Combs,Beautiful Crazy,contemporary country,Tuesday,['contemporary country'],175950
77,3/24/2020 21:26,Selena,Bidi Bidi Bom Bom,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",186580
78,3/24/2020 21:43,Veronica Vega,Wave (feat. Lil Wayne & Jeremih),rap latina,Tuesday,"['rap latina', 'trap queen']",212466
79,3/24/2020 21:46,Fall Out Boy,Saturday Night's Alright (For Fighting),emo,Tuesday,"['emo', 'modern rock', 'pop punk']",224306
80,3/24/2020 21:49,Relient K,Sadie Hawkins Dance,canadian ccm,Tuesday,"['canadian ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'indiecoustica', 'pop punk', 'pop rock']",177600
81,3/24/2020 21:53,Linkin Park,Bleed It Out,alternative metal,Tuesday,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",166373
82,3/24/2020 22:00,Hollywood Undead,Another Way Out,alternative metal,Tuesday,"['alternative metal', 'modern rock', 'nu metal', 'rap metal', 'rap rock']",167666
83,3/24/2020 22:05,Skylar Grey,Back From The Dead,electropop,Tuesday,"['electropop', 'piano rock', 'viral pop']",70705
84,3/25/2020 2:51,Chris Tomlin,Holy Is The Lord,ccm,Wednesday,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",252533
85,3/25/2020 3:02,Sister Hazel,Mandolin Moon,acoustic pop,Wednesday,"['acoustic pop', 'neo mellow', 'pop rock']",214346
86,3/25/2020 4:32,Ed Sheeran,Happier,pop,Wednesday,"['pop', 'uk pop']",207520
87,3/25/2020 23:08,Sam Hunt,Hard To Forget,contemporary country,Wednesday,"['contemporary country', 'country pop']",204760
88,3/25/2020 23:14,Hot Country Knights,Pick Her Up - Radio Edit,contemporary country,Wednesday,['contemporary country'],168477
89,3/25/2020 23:18,Post Malone,Candy Paint,dfw rap,Wednesday,"['dfw rap', 'melodic rap', 'rap']",224932
90,3/25/2020 23:25,The White Tie Affair,Candle (Sick And Tired),alternative pop rock,Wednesday,"['alternative pop rock', 'electropowerpop', 'neon pop punk', 'pixie', 'pop emo']",226100
91,3/26/2020 1:49,Maroon 5,Lucky Strike,pop,Thursday,"['pop', 'pop rock']",145410
92,3/26/2020 1:54,Alan Walker,All Falls Down (feat. Juliander),electro house,Thursday,['electro house'],61530
93,3/26/2020 3:44,P!nk,A Million Dreams,dance pop,Thursday,"['dance pop', 'pop', 'post-teen pop']",273640
94,3/26/2020 3:59,Luke Combs,Even Though I'm Leaving,contemporary country,Thursday,['contemporary country'],223960
95,3/26/2020 4:02,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",adult standards,Thursday,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'motown', 'northern soul', 'rock-and-roll']",201093
96,3/26/2020 4:28,Tim McGraw,Thought About You,contemporary country,Thursday,"['contemporary country', 'country', 'country road']",225694
97,3/26/2020 5:12,We The Kings,Kids In The Moonlight,neon pop punk,Thursday,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",201813
98,3/26/2020 5:15,Rascal Flatts,I Like The Sound Of That,contemporary country,Thursday,"['contemporary country', 'country', 'country road', 'pop rock']",209280
99,3/26/2020 5:29,Jonas Brothers,Like It's Christmas,boy band,Thursday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",200880
100,3/26/2020 5:43,Johnny Cash,Ring of Fire,arkansas country,Thursday,"['arkansas country', 'outlaw country']",48090
101,3/26/2020 5:52,KANA-BOON,Silhouette,anime,Thursday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",214100
102,3/26/2020 6:32,Sam Hunt,Hard To Forget,contemporary country,Thursday,"['contemporary country', 'country pop']",115060
103,3/26/2020 22:49,Rascal Flatts,I Won't Let Go,contemporary country,Thursday,"['contemporary country', 'country', 'country road', 'pop rock']",210720
104,3/26/2020 23:10,Dean Brody,It's Friday,canadian contemporary country,Thursday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",188990
105,3/26/2020 23:16,Merle Haggard,Mama Tried,bakersfield sound,Thursday,"['bakersfield sound', 'country', 'country rock', 'nashville sound', 'outlaw country']",130330
106,3/26/2020 23:19,The Chicks,Gaslighter,contemporary country,Thursday,"['contemporary country', 'country', 'country dawn']",203466
107,3/26/2020 23:26,The Chainsmokers,This Feeling,dance pop,Thursday,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",197946
108,3/27/2020 4:40,Keith Urban,Days Go By,australian country,Friday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",105490
109,3/27/2020 4:44,KANA-BOON,Silhouette,anime,Friday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",240133
110,3/27/2020 4:48,Rascal Flatts,I Won't Let Go,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'pop rock']",226060
111,3/27/2020 4:54,Dean Brody,It's Friday,canadian contemporary country,Friday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",190960
112,3/27/2020 5:12,Luke Combs,Even Though I'm Leaving,contemporary country,Friday,['contemporary country'],225253
113,3/27/2020 5:16,Kenny Chesney,All the Pretty Girls,contemporary country,Friday,"['contemporary country', 'country', 'country road']",212893
114,3/27/2020 5:19,Eric Church,Record Year,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",179346
115,3/27/2020 5:31,Sam Hunt,Hard To Forget,contemporary country,Friday,"['contemporary country', 'country pop']",204760
116,3/27/2020 5:59,X Ambassadors,BOOM,modern alternative rock,Friday,"['modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp pop']",164586
117,3/27/2020 19:32,Rascal Flatts,I Won't Let Go,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'pop rock']",227760
118,3/27/2020 19:42,Chris Young,I'm Comin' Over,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",197280
119,3/27/2020 19:57,Thomas Rhett,Sixteen,contemporary country,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",178333
120,3/27/2020 20:08,MKTO,Monaco,dance pop,Friday,"['dance pop', 'electropop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",227226
121,3/28/2020 5:29,Cher,Super Trouper,dance pop,Saturday,"['dance pop', 'hollywood', 'new wave pop', 'pop']",93050
122,3/28/2020 5:53,KANA-BOON,Silhouette,anime,Saturday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",235880
123,3/28/2020 7:15,Orianthi,According To You,candy pop,Saturday,['candy pop'],58610
124,3/28/2020 21:56,Rise Against,The Violence,chicago hardcore,Saturday,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']",228720
125,3/28/2020 22:01,Eminem,Without Me,detroit hip hop,Saturday,"['detroit hip hop', 'hip hop', 'rap']",290320
126,3/28/2020 22:07,Pitbull,Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),dance pop,Saturday,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",196440
127,3/28/2020 22:11,Robin Schulz,Sugar (feat. Francesco Yates),dance pop,Saturday,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",57807
128,3/28/2020 22:17,We The Kings,"Check Yes, Juliet",neon pop punk,Saturday,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",108656
129,3/29/2020 20:51,Jonas Brothers,Fly With Me,boy band,Sunday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",234146
130,3/29/2020 21:06,Los Lobos,One Time One Night,roots rock,Sunday,['roots rock'],278390
131,3/29/2020 21:15,Billy Joel,We Didn't Start the Fire,album rock,Sunday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",287733
132,3/29/2020 21:18,Fall Out Boy,Dear Future Self (Hands Up),emo,Sunday,"['emo', 'modern rock', 'pop punk']",170040
133,3/29/2020 21:35,Junior Doctor,Uh Oh,pop emo,Sunday,['pop emo'],217254
134,3/29/2020 21:39,Dan + Shay,My Side of the Fence,contemporary country,Sunday,"['contemporary country', 'pop']",219826
135,3/29/2020 22:00,Luke Combs,When It Rains It Pours,contemporary country,Sunday,['contemporary country'],240760
136,3/29/2020 22:04,Florida Georgia Line,H.O.L.Y.,contemporary country,Sunday,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",194186
137,3/29/2020 22:27,Riley Green,I Wish Grandpas Never Died,contemporary country,Sunday,"['contemporary country', 'country road']",250413
138,3/29/2020 22:37,Rascal Flatts,Dance,contemporary country,Sunday,"['contemporary country', 'country', 'country road', 'pop rock']",201066
139,3/29/2020 22:46,Rascal Flatts,My Wish,contemporary country,Sunday,"['contemporary country', 'country', 'country road', 'pop rock']",248280
140,3/30/2020 2:38,Fall Out Boy,"Sugar, We're Goin Down",emo,Monday,"['emo', 'modern rock', 'pop punk']",125040
141,3/30/2020 2:41,Ed Sheeran,Nancy Mulligan,pop,Monday,"['pop', 'uk pop']",179786
142,3/30/2020 2:56,The Weeknd,Blinding Lights,canadian contemporary r&b,Monday,"['canadian contemporary r&b', 'canadian pop', 'pop']",198920
143,3/30/2020 6:29,Elvis Presley,Stuck on You,rock-and-roll,Monday,"['rock-and-roll', 'rockabilly']",132690
144,3/30/2020 18:14,John Denver,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",adult standards,Monday,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",245533
145,3/30/2020 18:21,Rascal Flatts,What Hurts The Most,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'pop rock']",214106
146,3/30/2020 18:24,Pentatonix,Sing,a cappella,Monday,['a cappella'],177240
147,3/30/2020 18:28,Selena,Bidi Bidi Bom Bom,dance pop,Monday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",187524
148,3/30/2020 18:32,Ozomatli,After Party,latin alternative,Monday,"['latin alternative', 'latinx alternative']",221325
149,3/30/2020 18:35,The Chicks,Gaslighter,contemporary country,Monday,"['contemporary country', 'country', 'country dawn']",200310
150,3/30/2020 20:31,Rascal Flatts,Fast Cars And Freedom,contemporary country,Monday,"['contemporary country', 'country', 'country road', 'pop rock']",248460
151,3/30/2020 23:52,Luke Bryan,One Margarita,contemporary country,Monday,"['contemporary country', 'country', 'country road']",147800
152,3/30/2020 23:53,Christina Perri,A Thousand Years,dance pop,Monday,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",82193
153,3/31/2020 3:03,Selena,Bidi Bidi Bom Bom,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",187524
154,3/31/2020 3:06,Chris Young,Town Ain't Big Enough,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",166710
155,3/31/2020 3:10,Sam Hunt,Hard To Forget,contemporary country,Tuesday,"['contemporary country', 'country pop']",202340
156,3/31/2020 3:38,Taylor Swift,Paper Rings,dance pop,Tuesday,"['dance pop', 'pop']",205860
157,3/31/2020 3:52,KANA-BOON,Silhouette,anime,Tuesday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",237480
158,3/31/2020 20:47,We The Kings,Kids In The Moonlight,neon pop punk,Tuesday,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",201813
159,3/31/2020 22:45,Counting Crows,Big Yellow Taxi,alternative rock,Tuesday,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",61766
160,3/31/2020 22:59,Rascal Flatts,I Won't Let Go,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'pop rock']",217933
161,3/31/2020 23:02,Chris Young,Town Ain't Big Enough,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",171800
162,3/31/2020 23:13,Sam Hunt,Hard To Forget,contemporary country,Tuesday,"['contemporary country', 'country pop']",204760
163,3/31/2020 23:16,X Ambassadors,BOOM,modern alternative rock,Tuesday,"['modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp pop']",164586
164,3/31/2020 23:26,Maroon 5,Lucky Strike,pop,Tuesday,"['pop', 'pop rock']",185280
165,3/31/2020 23:39,Stellar Kart,Kiss the Girl,ccm,Tuesday,"['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']",201626
166,3/31/2020 23:43,Passion,"Lord, I Need You - Live",anthem worship,Tuesday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",274814
167,3/31/2020 23:46,Dan + Shay,Alone Together,contemporary country,Tuesday,"['contemporary country', 'pop']",171440
168,3/31/2020 23:49,Anthem Lights,Nothing Like Christmas,ccm,Tuesday,"['ccm', 'christian alternative rock', 'christian music', 'viral pop']",183287
169,3/31/2020 23:55,Brad Paisley,Southern Comfort Zone,contemporary country,Tuesday,"['contemporary country', 'country', 'country road']",316986
170,3/31/2020 23:59,MercyMe,Greater,anthem worship,Tuesday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",247040
171,4/1/2020 0:01,Haley & Michaels,Giving It All (To You),contemporary country,Wednesday,"['contemporary country', 'country pop']",85079
172,4/1/2020 0:03,Haley & Michaels,Giving It All (To You),contemporary country,Wednesday,"['contemporary country', 'country pop']",139523
173,4/1/2020 0:06,Selena,Bidi Bidi Bom Bom,dance pop,Wednesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",138663
174,4/1/2020 0:10,Rascal Flatts,I Won't Let Go,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'pop rock']",55841
175,4/1/2020 19:36,Thomas Rhett,Be A Light,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'modern country rock']",168320
176,4/1/2020 19:39,Emotional Oranges,Sundays,alternative r&b,Wednesday,['alternative r&b'],185170
177,4/1/2020 19:43,KANA-BOON,Silhouette,anime,Wednesday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",240133
178,4/1/2020 19:47,Chris Young,Town Ain't Big Enough,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'modern country rock']",167400
179,4/1/2020 19:53,Selena,Bidi Bidi Bom Bom,dance pop,Wednesday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",182530
180,4/1/2020 19:57,Luke Bryan,One Margarita,contemporary country,Wednesday,"['contemporary country', 'country', 'country road']",192030
181,4/1/2020 20:04,The Weeknd,Blinding Lights,canadian contemporary r&b,Wednesday,"['canadian contemporary r&b', 'canadian pop', 'pop']",197440
182,4/1/2020 21:08,MAN WITH A MISSION,Seven Deadly Sins,anime,Wednesday,"['anime', 'anime rock', 'j-pop', 'j-poprock', 'j-rock', 'otacore']",216190
183,4/1/2020 21:41,Dean Brody,It's Friday,canadian contemporary country,Wednesday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",183230
184,4/1/2020 21:47,Vertical Worship,This We Know - Live,anthem worship,Wednesday,"['anthem worship', 'ccm', 'christian music', 'world worship', 'worship']",41352
185,4/1/2020 21:47,Hot Country Knights,Pick Her Up - Radio Edit,contemporary country,Wednesday,['contemporary country'],168477
186,4/1/2020 22:53,Emotional Oranges,West Coast Love,alternative r&b,Wednesday,['alternative r&b'],125200
187,4/1/2020 23:08,Rascal Flatts,Fast Cars And Freedom,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'pop rock']",251528
188,4/1/2020 23:16,Rascal Flatts,I Won't Let Go,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'pop rock']",215775
189,4/1/2020 23:25,Lady A,What I’m Leaving For,contemporary country,Wednesday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",203601
190,4/1/2020 23:28,Keith Urban,You'll Think Of Me - Single Version,australian country,Wednesday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",158230
191,4/1/2020 23:31,Dean Brody,It's Friday,canadian contemporary country,Wednesday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",187834
192,4/1/2020 23:35,Ed Sheeran,Nancy Mulligan,pop,Wednesday,"['pop', 'uk pop']",177101
193,4/1/2020 23:38,Neil Diamond,Cracklin' Rosie,adult standards,Wednesday,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",175902
194,4/1/2020 23:42,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",dance pop,Wednesday,"['dance pop', 'hollywood', 'movie tunes', 'post-teen pop', 'show tunes']",241903
195,4/1/2020 23:50,Luke Combs,Beautiful Crazy,contemporary country,Wednesday,['contemporary country'],67681
